gene,id
MEIOB,254528
LINC02124,105371048
ZNF43,7594
KIR2DS5,3810
KIR2DL3,3804
KIR2DL2,3803
ZNF100,163227
KIR2DL3,3804
KIR3DL2,3812
KIR2DL4,3805
KIR2DL5A,57292
KIR2DL1,3802
LILRP2,79166
CCNYL6,641367
BRI3BPP1,641367
KIR2DL3,3804
KIR2DL3,3804
KRTAP9-2,83899
KRTAP9-4,85280
KIR2DL3,3804
KRTAP9-3,83900
KIR3DL3,115653
NCR1,9437
KRTAP9-2,83899
FCAR,2204
KRTAP29-1,100533177
KRTAP9-4,85280
KIR2DL5B,553128
KRTAP9-6,100507608
FCAR,2204
KRTAP9-7,100505724
KIR2DL4,3805
KRTAP29-1,100533177
KRTAP9-9,81870
KIR2DL5B,553128
KIR2DL5B,553128
LILRP2,79166
KIR2DS2,100132285
KIR2DL2,3803
KIR3DL3,115653
KIR3DL3,115653
KIR2DL4,3805
LILRP2,79166
KIR2DS2,100132285
KIR2DS4,3809
KIR3DL2,3812
KIR2DL1,3802
KIR3DL3,115653
KIR3DL1,3811
KRT20,54474
KIR2DL1,3802
KIR2DL4,3805
NCR1,9437
KRTAP3-1,83896
KRTAP3-2,83897
KIR2DL2,3803
KRTAP4-9,100132386
KRTAP2-4,85294
KRT23,25984
PIWIL1,9271
KIR3DL1,3811
KIR3DS1,3813
KIR2DS4,3809
LILRP2,79166
KIR2DS4,3809
SNTG2,54221
KIR3DL3,115653
FTCD,10841
TPO,7173
KIR2DS4,3809
LILRP2,79166
KIR3DL2,3812
KIR2DS1,3806
KIR3DL3,115653
KIR2DS5,3810
FCAR,2204
DLG5,9231
KRT40,125115
KIR3DL2,3812
KIR2DL4,3805
KIR3DL1,3811
FTCD-AS1,100861507
LSS,4047
ADI1,55256
KRTAP1-1,81851
TRAPPC12,51112
KIR3DL2,3812
KRTAP4-11,653240
KRTAP1-3,81850
KRT12,3859
KRTAP1-5,83895
KRT39,390792
KRTAP2-1,81872
KRTAP3-3,85293
KRTAP2-3,730755
KRTAP4-12,83755
KRTAP1-4,728255
KIR3DL3,115653
KIR3DL2,3812
ANKRD18DP,348840
SPATC1L,84221
KIR2DS4,3809
KIR2DL5A,57292
NCR1,9437
KIR2DS1,3806
KIR3DL2,3812
KIR2DL1,3802
SINHCAF,58516
KIR2DL3,3804
KIR2DL4,3805
KIR2DL1,3802
DHX36,170506
KIR2DS3,3808
KIR3DL3,115653
KIR3DL3,115653
NCR1,9437
ARHGEF26,26084
DSEL-AS1,643542
DSEL,92126
KIR3DL2,3812
AP2A2,161
KIR2DL1,3802
KIR2DS4,3809
KIR2DL4,3805
KIR3DL3,115653
GARRE1,9710
KIR2DL4,3805
CTDP1,9150
LSM14A,26065
ARHGEF26-AS1,100507524
KIR2DS2,100132285
LILRP2,79166
KIR2DS4,3809
KIR2DL1,3802
MUC6,4588
PRB1,653247
PRB1,5542
KIR2DL3,3804
KIR2DS3,3808
KIR3DS1,3813
KIR2DL4,3805
SBNO2,22904
KIR3DL1,3811
KIR3DL3,115653
CRIM1,51232
KIR2DL2,3803
PROP1,5626
LILRP2,79166
SEPTIN9-DT,105371907
KIR2DL1,3802
SEPTIN9,10801
KIR2DS4,3809
KIR2DS1,3806
KIR2DL1,3802
GOLGA8DP,100132979
KIR2DL5A,57292
KIR2DL4,3805
KIR3DL1,3811
APOBEC3B-AS1,100874530
APOBEC3A,100913187
APOBEC3A,200315
KIR3DL2,3812
TUBGCP5,114791
SLC45A2,51151
KRTAP5-6,440023
KIR2DL3,3804
ZNF430,80264
KRTAP5-1,387264
RXFP3,51289
KRTAP5-4,387267
GOLGA6L1,283767
ADAMTS12,81792
LILRP2,79166
KIR3DL2,3812
KRTAP5-5,439915
KIR3DL1,3811
FAM99A,387742
KRTAP5-2,440021
DECR2,26063
KRTAP5-AS1,338651
ZNF85,7639
FAM99B,100132464
DUSP8,1850
FAM99A,387742
KRTAP5-3,387266
KRTAP5-4,387267
FAM99B,100132464
GOLGA8DP,100132979
IFITM10,402778
LINC01659,101929374
KRTAP5-1,387264
KRTAP5-3,387266
LINC02549,101928280
KRTAP5-2,440021
KRTAP5-5,439915
ABCB11,8647
KRTAP5-AS1,338651
ZNF66,7617
CYFIP1,23191
KIR3DL1,3811
G6PC2,57818
DUSP8,1850
KIR3DL2,3812
FAM230I,388882
AADACL2,344752
SPC25,57405
KIR2DS2,100132285
KIR3DL2,3812
KCNQ2,3785
GART,2618
PTCHD3,374308
RAB11FIP3,9727
NOSTRIN,115677
GOLGA6L1,283767
SMN2,6607
SMN2,6606
DNAJC28,54943
TUBGCP5,114791
IFNGR2,3460
SKA1,220134
KIR2DL4,3805
OR2T6,254879
PAXBP1,94104
OR2T2,401992
CAPN15,6650
MAPK4,5596
OR2T4,127074
KCNIP4,80333
KIR2DS5,3810
C21orf62,56245
OR2T7,81458
KIR3DL2,3812
OR2T1,26696
PROP1,5626
OR2T3,343173
KIR3DL3,115653
LRRC56,115399
SNTG2,54221
OR2T5,401993
TMEM50B,757
PMCHL2,5370
ERICH1,157697
KIR3DL3,115653
GTF2H2,728340
GTF2H2,2966
PHRF1,57661
KIR2DL3,3804
FRG1-DT,728339
MAFIP,727764
KIR3DL3,115653
KIR2DS4,3809
GOLGA6L22,440243
SNTB2,6645
DLGAP2-AS1,100507435
DLGAP2,9228
GOLGA8EP,390535
UTP4,84916
KIR2DS1,3806
KIR2DL5A,57292
LILRP2,79166
CNTNAP2,26047
KIR3DS1,3813
GOLGA8IP,283796
OR8U9,504190
OR8U8,504189
OR5T3,390154
OR5T2,219464
OR8K3,219473
OR8H1,219469
LINC01060,401164
OR5T1,390155
SMDT1,91689
OR8K1,390157
KIR2DL4,3805
OR8J1,219477
RPS17,6218
NKD2,85409
NDUFA6,4700
CYP2D6,107987479
CYP2D6,107987478
CYP2D6,1565
GOLGA8F,100132565
LMNTD2,256329
GOLGA6L10,647042
GOLGA6L10,643707
MEGF11,84465
SLC12A7,10723
ABR,29
TNFRSF14,8764
CPEB1,64506
GOLGA8G,283768
MIR210HG,100506211
RNH1,6050
KIR2DL2,3803
KIR2DS2,100132285
SERF1B,728492
SERF1B,8293
CLK2,1196
NAIP,4671
NDUFA6,4700
HERC2,8924
TCF20,6942
LILRA4,23547
NDUFA6,4700
TTC34,100287898
MUC20,200958
MUC20,200958
KIR2DS1,3806
SMDT1,91689
KIR3DL2,3812
SMDT1,91689
MMEL1,79258
LAIR1,3903
PKLR,5313
CYP2D6,107987479
CYP2D6,107987478
CYP2D6,1565
MUC4,4585
MUC4,4585
DRD4,1815
DEAF1,10522
MCCC2,64087
IRF7,3665
SCAMP3,10067
KIR2DL3,3804
PSMB1,5689
TIMM22,29928
FAM120B,84498
KIR2DS2,100132285
GOLGA6L9,440295
KIR2DL5B,553128
NXN,64359
KIR2DS1,3802
KIR2DS3,3808
BDP1,55814
KIR2DL4,3805
GBA,2629
HRAS,3265
PANK4,55229
TCF20,6942
DLL1,28514
KIR3DL2,3812
LINC01624,401289
UBE2Q2P2,100134869
LMNTD2-AS1,692247
KIR3DS1,3813
RASSF7,8045
MUC4,4585
MUC4,4585
KIR2DL4,3805
PLCH2,9651
CDHR5,53841
KIR3DL3,115653
SMN1,6606
HCN3,57657
UGT2A3,79799
HES5,388585
CNOT3,4849
FAM189B,10712
UGT2B27P,101929773
UGT2B10,7365
DENND11,57189
PRXL2B,127281
TARM1,441864
VSTM1,284415
SERF1A,8293
KIR2DL2,3803
UGT2B15,7366
LENG1,79165
LILRA5,353514
KIR2DL5A,57292
NLRP7,199713
KIR3DL3,115653
TMPRSS11E,28983
SSBP1,6742
VSTM1,284415
LILRA2,11027
NCR1,9437
CTSO,1519
SCT,6343
YTHDC1,91746
PTDSS2,81490
LILRP2,79166
NLRP2,55655
KIR2DL1,3802
TDO2,6999
OR2W1,26692
OR14J1,442191
TRIM27,5987
AGK,55750
DEFB104B,503618
WEE2,494551
DEFB105B,504180
DEFB105B,245908
LILRB1,10859
KIR2DL1,3802
MBOAT7,79143
PRR23D1,100133251
PRR23D1,100131608
LILRA3,11026
DEFB4B,100289462
DEFB4B,1673
TMEM179,388021
LILRB2,10288
RPS9,6203
DEFB103B,55894
NDUFA3,4696
HCG14,414760
ZNF311,282890
OSCAR,126014
ZNF705G,100131980
C14orf180,400258
RDH13,112724
FAM20C,56975
DEFB107B,503614
DEFB107B,245910
METRNL,284207
NLRP7,199713
LINC01015,100507362
NLRP7,199713
SPAG11B,10407
OR2B3,442184
TBCD,6904
NLRP2,55655
LST1,7940
MBOAT7,79143
DEFB106B,503841
TSEN34,79042
MUC20,200958
KIR3DS1,3813
POMZP3,22932
TFPT,29844
RPS9,6203
CNOT3,4849
CDRT15P3,408029
KIR2DS2,100132285
MUC4,4585
TFPT,29844
PRAMEF5,343068
UPK3B,105375355
PRAMEF18,653606
PRAMEF18,391003
SPDYE16,102723555
B3GNTL1,146712
PRAMEF8,391002
KIR2DS5,3810
TSEN34,79042
DTX2,113878
PRAMEF25,645359
PRAMEF25,441873
FCAR,2204
OSCAR,126014
TARM1,441864
PRAMEF9,343070
LILRB1,10859
OR2J3,442186
LENG1,79165
MICB,4277
RDH13,112724
KIR3DL3,115653
NDUFA3,4696
KIR2DS4,3809
KIR3DL2,3812
KIR2DS1,3806
KIR3DL2,3812
LILRA4,23547
TRIM10,10107
LILRB2,10288
LILRP2,79166
ATP23,91419
FAM138D,677784
RNA5-8SN4,109864274
FAM189A1,23359
LAIR1,3903
IQSEC3,440073
LINC02403,105369785
CEACAM4,1089
RNF39,80352
LILRA6,79168
APBA2,321
MUC21,394263
KIF26B,55083
CEACAM21,90273
TRIM31-AS1,104533120
TNF,7124
WASH8P,100288778
OR11A1,26531
MOG,4340
KIR2DL5A,57292
MUC20,200958
BTG3-AS1,110806272
BTG3,10950
LINC01480,101927931
CEACAM7,1087
TBX22,50945
VSTM1,284415
FCAR,2204
PTPRN2,5799
HERC2,8924
MBOAT7,79143
OSCAR,126014
GOLGA8G,283768
C22orf15,150248
KIR2DL1,3802
FAM20C,56975
CABIN1,23523
TSEN34,79042
LINC02203,727924
MUC20,200958
SMARCB1,6598
MAMDC2,256691
PRH2,5555
OCA2,4948
LILRA6,79168
NF1P9,440225
TAS2R30,259293
TAS2R19,259294
TTYH1,57348
POTEB3,102724631
TAS2R8,50836
TAS2R7,50837
NDUFA3,4696
TAS2R50,259296
TFPT,29844
TAS2R43,259291
TAS2R43,259289
TAS2R14,106707243
TAS2R14,50840
NDUFA3,4696
TAS2R9,50835
RDH13,112724
TAS2R45,259291
TAS2R31,259290
TAS2R13,50838
TAS2R46,259292
TAS2R20,259295
MBOAT7,79143
PRR4,11272
PRR4,5554
ZFP57,346171
OR5V1,81696
OR2J2,26707
NLRP2,55655
MIF,4282
GOLGA8M,653720
DLGAP2-AS1,100507435
NSMCE3,56160
DLGAP2,9228
HERC2P9,440248
RPS9,6203
HLA-G,3135
DERL3,91319
KIR3DL2,3812
KIR3DL3,115653
GOLGA8F,100132565
SMIM10L1,100129361
TAS2R10,50839
CNOT3,4849
LILRB5,10990
CHRFAM7A,89832
SERPINF1,5176
OR10A3,26496
OR2J1,442185
OR5P2,120065
SLC2A11,66035
SCARF1,8578
OR5P3,120066
TRPV5,56302
DHX16,8449
OR10A6,390093
NLRP10,338322
LENG1,79165
TARM1,441864
TARM1,441864
FRG1-DT,728339
RPS9,6203
MBOAT7,79143
ARHGAP11A,9824
ZNF729,100287226
NAIP,4671
ZNF676,163223
CNOT3,4849
HSPA1B,3304
GABBR1,2550
TFPT,29844
PHLDA2,7262
SCGB1C2,653486
LLCFC1,135927
LENG8,114823
RDH13,112724
CARS1,833
TSEN34,79042
RPH3AL,9501
TLCD2,727910
TRPM1,4308
TRPV6,55503
WDR81,124997
CNOT3,4849
SLC39A11,201266
ATP9B,374868
SALL3,27164
LILRP2,79166
LENG1,79165
PRSS2,5645
RPS9,6203
LAIR1,3903
ZNF280B,140883
PRSS1,5644
LILRB2,10288
TAF9,6880
LENG1,79165
VSTM1,284415
SLC43A2,124935
DOC2B,8447
OR6V1,346517
MGAM2,93432
LILRA3,11026
ZNF280A,129025
RAD17,5884
LAIR2,3904
NCF4-AS1,107985578
NCF4,4689
LILRA5,353514
PATL2,197135
OR9A2,135924
TRIM69,140691
LILRB4,11006
PRAME,23532
RPS9,6203
EPHB6,2051
ATP6V1G3,127124
PVALB,5816
OSCAR,126014
LILRB5,10990
GRK1,6011
TMEM255B,348013
LINC00552,100130386
PTPRC,5788
TJP1,7082
MYOM2,9172
RILP,83547
NLRP7,199713
SORD2P,653381
LILRA6,79168
MIR22HG,84981
B2M,567
CDC42EP5,148170
TFPT,29844
NCR1,9437
MTRNR2L6,100463482
PRPF8,10594
KRT31,3881
NLRP7,199713
DDT,100037417
DDT,1652
MGAM,8972
NDUFA3,4696
KRT33A,3883
KIR2DL2,3803
NLRP2,55655
KCNQ1,3784
KRT37,8688
KCNQ1-AS1,338653
KRTAP16-1,100505753
GSTT1,2952
KRT34,3885
NAP1L4,4676
PRSS58,136541
HLA-DOB,3112
SALL3,27164
KRTAP17-1,83902
KBTBD11-AS1,101928058
LILRA2,11027
KBTBD11,9920
GOLGA8J,653073
KRT33B,3884
KIR2DL3,3804
GREM1,26585
ATP9B,374868
LILRA1,11024
ARHGEF10,9639
OR2H2,7932
HCG17,414778
HLA-DRB3,3125
GSTT2,2953
FAN1,22909
LILRB4,11006
NLRP7,199713
CHCHD10,400916
KEL,3792
SCG5,6447
PRPF31,26121
GSTT4,25774
MTMR10,54893
LILRB2,10288
DDTL,100037417
KIF5C,3800
KLF13,51621
ZNF251,90987
MMP11,4320
SERPINF2,5345
NDUFA3,4696
CNOT3,4849
LAIR2,3904
NCR3,259197
CEP72,55722
LRRC37A2,474170
MUC6,4588
SLC9A3,6550
GSTT2B,653689
LENG1,79165
TFPT,29844
LENG9,94059
MUC2,4583
NLRP2,55655
TSBP1-AS1,414764
TAMM41,132001
AGPAT1,10554
MAPT-IT1,100130148
MAPT,4137
RDH13,112724
CNOT3,4849
LINC01238,102723927
GP6,51206
NLRP7,199713
CDK7,1022
LINC02688,101927503
AP2A2,161
MARCHF8,220972
CDKN1C,1028
VSTM1,284415
KIR3DL3,115653
HLA-DRA,3122
OR13A1,79290
CARS1-AS1,100852407
ALOX5,240
SLC22A18,5002
LILRB3,107987462
LILRB3,107987425
LILRB3,102725035
LILRB3,11025
NLRP2,55655
LILRB4,11006
LINC00588,26138
NLRP2,55655
MUC20,200958
NLRP2,55655
TSEN34,79042
MBOAT7,79143
CNOT3,4849
GAL3ST2,64090
RPS9,6203
KCNQ1DN,55539
NEU4,129807
SNORA54,677833
APOL5,80831
PPP1R11,6992
KIR3DL2,3812
TARM1,441864
MROH5,389690
PLEKHM1,9842
RBFOX2,23543
LENG1,79165
LINC01300,731779
NDUFA3,4696
PTP4A3,11156
GTF2H2,728340
GTF2H2,2966
OSCAR,126014
TNXB,7148
TRIM15,89870
OR2J3,442186
OR5V1,81696
GPR20,2843
ARHGAP27,201176
OR14J1,442191
GPI,2821
HLA-V,352962
TMC4,147798
VSTM1,284415
RDH13,112724
OR11A1,26531
LY6G6F,259215
RPP21,202658
RPP21,79897
TSEN34,79042
KIR3DL3,115653
PPP2R3B,28227
PSORS1C1,170679
RPS9,6203
OR2W1,26692
LINC01237,101927289
PPP1R11,6992
MBOAT7,79143
PPP2R3B,28227
KIR2DL4,3805
FAM240C,285095
LILRB5,10990
KIR3DL1,3811
ERMARD,55780
NLRP7,199713
RTP5,285093
HSPA1L,3305
PDCD1,5133
MUC4,4585
TRIM31-AS1,104533120
PRRT1,100507547
PRRT1,80863
LTB,4050
OR11A1,26531
OR2B3,442184
HLA-G,3135
OSCAR,126014
GARRE1,9710
OR2B3,442184
MCCD1,401250
FLOT1,10211
PSMB9,5698
MBOAT7,79143
KANSL1,284058
OR10C1,442194
HLA-DQB2,3120
TC2N,123036
PPP1R18,107987457
PPP1R18,170954
GABBR1,2550
LILRA6,79168
TFPT,29844
NEU1,4758
TAF4,6874
KANSL1-AS1,107984142
KANSL1-AS1,644246
CDH4,1002
KIR3DL1,3811
LRRC37A,9884
HCG14,414760
LILRA5,353514
TARM1,441864
MDC1-AS1,106478956
ZNRD1ASP,80862
SAPCD1,401251
SPACA7,122258
LINC00242,401288
TAP1,6890
LINC00574,80069
LRRC37A3,374819
BAAT,570
APOM,55937
DYNLT2,6991
LILRB1,10859
SPPL2C,162540
CES1P1,107987423
CES1P1,51716
CATSPERB,79820
MCCC2,64087
TUBGCP3,10426
CES5A,221223
PLPPR1,54886
LINC01043,101928752
KANSL1-AS1,107984142
KANSL1-AS1,644246
LINC01044,104266956
CEP170,645455
CEP170,9859
C4B_2,100293534
WNT3,101929777
WNT3,7473
ARMC10,83787
MDC1-AS1,106478956
UBD,10537
SPPL2C,162540
ARHGAP27,201176
GTF2H2C_2,730394
LTB,4050
KIR2DL2,3803
ARL17B,100996709
ARL17B,100506084
ARL17B,51326
TSEN34,79042
DPY19L2P2,349152
KIR3DL3,115653
BTNL2,56244
LAIR2,3904
DLGAP2,9228
VARS1,7407
TAS2R20,259295
KIR2DS4,3809
NSF,4905
SMIM10L1,100129361
LENG8,114823
NAPEPLD,222236
TAS2R30,259293
KIR2DS4,3809
PRB1,653247
PRB1,5542
CLN8,2055
RDH13,112724
RPS9,6203
TAS2R50,259296
TAS2R19,259294
PRB3,5544
KIR3DL2,3812
TAS2R42,353164
TAS2R9,50835
PRH2,5555
CES1,1066
TTYH1,57348
TAS2R7,50837
STK19,8859
PRR4,11272
PRR4,5554
LILRB3,107987462
LILRB3,107987425
LILRB3,102725035
LILRB3,11025
STH,246744
MAPT-IT1,100130148
FCAR,2204
AKT3,10000
WNT9B,7484
HLA-DPB2,3116
SLC5A8,160728
RNF5,6048
TAS2R31,259290
TAS2R8,50836
TAS2R13,50838
PRB4,5545
LINC02210-CRHR1,104909134
LINC02210-CRHR1,1394
ANO4,121601
TAS2R43,259291
TAS2R43,259289
PRH1,5554
NSF,4905
LSM2,57819
HLA-DQB1-AS1,106480429
TAS2R10,50839
TRIM39,56658
TAS2R14,106707243
TAS2R14,50840
RPP21,202658
RPP21,79897
MARVELD2,153562
LY6L,101928108
LY6H,4062
TAS2R46,259292
ADAM2,2515
OR2H1,26716
HSPA1A,3303
LINC02904,286122
EGFL8,80864
PLEKHM1,9842
LINC01347,731275
SDCCAG8,10806
BDP1,55814
LST1,7940
RXRB,6257
KIR2DL3,3804
LY6E,4061
TSEN34,79042
WNT3,7473
BDH1,622
CRHR1,104909134
CRHR1,1394
LILRP2,79166
TUBB,203068
RPH3AL,9501
LILRB3,107987462
LILRB3,107987425
LILRB3,102725035
LILRB3,11025
TARM1,441864
VSTM1,284415
CLIC1,1192
LPCAT1,79888
MUC20,200958
LENG9,94059
HLA-V,352962
TSEN34,79042
TSBP1,10665
MUC4,4585
LINC01015,100507362
HLA-DMB,3109
CLPTM1L,81037
ZFP57,346171
NDUFA3,4696
OSCAR,126014
ADAM9,8754
OCLN,100506658
OR12D3,81797
GSDMD,79792
HLA-V,352962
GNL1,2794
LINC01149,101929111
LENG1,79165
PSMB9,5698
RDH13,112724
TRIM40,135644
TSBP1,10665
TMC4,147798
TFPT,29844
ADAM32,203102
SERF1B,728492
SERF1B,8293
VSTM1,284415
GNL1,2794
ATAT1,79969
MRPS18B,28973
PSMB8,5696
CCDC125,202243
LINC01511,100506791
TRARG1,286753
NXN,64359
SLC6A3,6531
YWHAE,7531
HCG27,253018
ZC3H3,23144
OR12D1,26530
LILRA3,11026
PYCR3,65263
NRM,11270
HCG18,414777
APBA1,320
AZU1,566
MAS1L,116511
OR2H2,7932
LAIR1,3903
ATAT1,79969
PRTN3,5657
MSH5,4439
CDC42EP5,148170
ABR,29
MBOAT7,79143
PLPPR3,79948
ARL17B,100996709
ARL17B,100506084
ARL17B,51326
ZNF311,282890
EEF1D,1936
ABHD16A,7920
MED16,10025
ADAM18,8749
AK6,102157402
BRD2,6046
LINC00533,387055
PSORS1C1,170679
OR2J3,442186
MICA,100507436
ELANE,1991
SMN2,6607
SMN2,6606
CFD,1675
MAPT,4137
KIR2DL1,3802
MDC1,9656
PPP1R10,5514
LILRA1,11024
CCL4L2,9560
PTPRK,5796
HLA-DRB4,3126
PSORS1C1,170679
MRPS36,92259
OR2J3,442186
TRIM26,7726
LTA,4049
NEU1,4758
HLA-DPB1,3115
TARM1,441864
ZFP57,346171
VSTM1,284415
TBC1D3I,102724862
HCG17,414778
HCG18,414777
PMCHL2,5370
POLR1H,30834
MRPS18B,28973
C2,717
LILRB4,11006
OR2J2,26707
TNXB,7148
LY6G5C,80741
HCG27,253018
HLA-DMA,3108
PPT2,9374
OSCAR,126014
CCL3L3,414062
CCL3L3,6349
CCL3L1,414062
CCL3L1,6349
OR12D3,81797
TIMM22,29928
OR2J2,26707
HSPA1A,3303
OR2B3,442184
TBC1D3B,414059
MICB,4277
EGFL8,80864
HLA-F-AS1,285830
CCL18,6362
HSPA1L,3305
GPSM3,63940
POLR1H,30834
CCL4L2,388372
CCL4L2,9560
TFPT,29844
TCF19,6941
KANSL1,284058
OR2W1,26692
LSM2,57819
OR14J1,442191
OR10C1,442194
OR2T4,127074
BTNL2,56244
OR2T2,401992
HLA-DQB2,3120
OR2T1,26696
OR2T6,254879
NLRP2,55655
OR2T7,81458
TBC1D3B,101060321
TBC1D3B,414059
OR2T3,343173
OR2T5,401993
TSBP1-AS1,414764
ZBED9,114821
SAPCD1,401251
OR12D2,26529
RDH13,112724
OR5V1,81696
PPP1R11,6992
TRIM31,11074
PRRT1,100507547
PRRT1,80863
TRIM27,5987
LRRC37A2,474170
EHMT2,10919
OR12D2,26529
MRPS18B,28973
TCF19,6941
B3GALT4,8705
CCL3,6348
HLA-DRB4,3126
SNHG32,50854
CNOT3,4849
MOG,4340
NDUFA3,4696
CCL3L3,414062
CCL3L3,6349
CCL3L1,414062
CCL3L1,6349
MAP3K14,9020
NLRP7,199713
FRG2,448831
POLR1H,30834
CUTA,51596
RPP21,202658
RPP21,79897
CCL4,6351
FRG1-DT,728339
FRG1,2483
FAM30A,9834
PSORS1C2,170680
HCP5,10866
MDC1-AS1,106478956
TRIM39,56658
MSH5,4439
LINC01238,102723927
VWA7,80737
KIR2DL3,3804
TRIM31,11074
MAPK15,225689
LENG8-AS1,104355426
LENG9,94059
LILRA2,11027
OR2H1,26716
HCG27,253018
DDR1,780
FAM83H,286077
ADAM6,8755
DDAH2,23564
TRIM10,10107
GFUS,7264
HCG18,414777
THEMIS,387357
SAPCD1,401251
HLA-G,3135
SERPINA1,5265
OR2J2,26707
TTYH1,57348
DHX16,8449
NEU1,4758
SLC44A4,80736
HCG27,253018
CCL23,6368
DHX16,8449
TAP1,6890
PUF60,22827
OR2J3,442186
DDX39B-AS1,106478957
RING1,6015
HLA-DQB1-AS1,106480429
HLA-A,3105
TRIM10,10107
TUBB,203068
TBC1D3G,101060321
PRIMA1,145270
HLA-DMB,3109
OSCAR,126014
OR2J1,442185
TSBP1-AS1,414764
AGER,177
IFI27,3429
EGFL8,80864
LY6G6C,80740
HLA-B,3106
LY6G5B,58496
RPP21,202658
RPP21,79897
RNF39,80352
BRD2,6046
HLA-DRB1,3123
HLA-DPA1,3113
CCL16,6360
PFDN6,10471
DDX52,11056
MICB,4277
PPP4R4,57718
ZNRD1ASP,80862
HLA-DMA,3108
BAG6,7917
LENG8,114823
GNL1,2794
MDC1,9656
VARS1,7407
MOAP1,64112
TMEM251,26175
SERPINA6,866
KIR2DL4,3805
TBC1D3K,102723859
TBC1D3K,101060351
FAM181A-AS1,283592
MDC1,9656
TRIM15,89870
BTBD7,55727
IER3,8870
LINC01015,100507362
NAPRT,93100
KIR2DL1,3802
RPS18,6222
GTF2H4,2968
LILRA3,11026
LHX1-DT,102723471
OR14J1,442191
LYZL6,57151
EHMT2,10919
LINC02829,105375009
AIF1,199
OR11A1,26531
NCR1,9437
IFI27L1,122509
PPT2,9374
MRPL45,84311
CCDC166,100130274
TBC1D3L,101060376
TBC1D3L,729873
ZNF707,101928160
ZNF707,286075
OR5V1,81696
UNC79,57578
HLA-DOA,3111
CDC42EP5,148170
OR2W1,26692
LILRA1,11024
ZNF311,282890
ACACA,31
PSORS1C2,170680
VARS1,7407
HLA-L,3139
HLA-DRB1,3123
HLA-DRA,3122
LILRB5,10990
GNL1,2794
LTB,4050
BAG6,7917
TARM1,441864
OR5V1,81696
OR12D2,26529
LILRB1,10859
TRIM31-AS1,104533120
RPS18,6222
TIGD5,84948
TRIM31-AS1,104533120
ZNF623,9831
CFB,629
MROH6,642475
LINC02287,101929002
CCDC197,256369
SERPINA10,51156
TRIM39,56658
NOTCH4,4855
OR12D1,26530
SCRIB,23513
TAP2,6891
DDAH2,23564
UBR7,55148
TCF19,6941
LINC02570,105375014
LSM2,57819
LINC01149,101929111
