gene,id
Ints13,71177
Gm22393,115486655
Gm24639,115486719
Olfr64,18366
Tasor2,105203
Gm24566,115486656
Asf1b,66929
Gm22111,115486657
Gm23076,115486720
Gm25874,115486727
Gm25088,115486734
Olfr65,18365
Gm22510,115486690
Vstm2b,58188
Actr6,67019
Rasa3,19414
Chek1,12649
Gm25855,115489078
Gm22043,115489855
Gm25894,115489084
Papolg,216578
Gm24452,115489083
Gm24453,115489082
Gm22744,115489081
Cort,12854
Gm22680,115489086
Pgrmc2,70804
Gm23246,115489087
Snord22,100127111
Wdr74,107071
Cenps,69928
Gm24027,115486606
Olfr631,258961
Gm22524,115486607
Cacnb3,12297
Gm22630,115486608
Gm25741,115486609
Gm25487,115486181
Olfr632,259123
St8sia5,225742
Platr4,78706
Gm26059,115486610
Brs3,12209
Tra2a,101214
Gm25175,115486698
4930433I11Rik,243944
Prpf3,70767
Ccdc120,54648
Gm22511,115486611
Rev3l,19714
Gm25077,115486721
Gm22834,115486740
Olfr633,258351
Primpol,408022
Gm24926,115486700
Gm26200,115486708
Gm22632,115486701
Arhgap19,71085
Gm4884,233164
4930590J08Rik,381798
Gm23254,115486735
Gm26390,115486691
Olfr635,259122
Col16a1,107581
Gm24635,115488240
Gm26366,115486697
Gm26336,115486692
1700110I07Rik,77001
Asb13,142688
Cpa6,329093
Ddx23,74351
Gm26283,115486661
Loxhd1,240411
Gm25098,115486612
Gm24702,115486613
Gm26432,115486694
Gm25462,115486614
Htatsf1,72459
Ccdc126,57895
Olfr638,259124
Med1,19014
Gm24495,115486703
Gm25523,115486616
Gm22255,115486717
Gm23449,115486651
Calml3,70405
Fam221a,231946
Gm23310,115486644
Gm5592,434172
Calm4,80796
Rnd1,223881
Calm5,494124
Gm25461,115486645
Olfr639,259088
Arrdc3,105171
Gm22897,115490274
Gabrb1,14400
Mrps21,66292
Gm24310,115486712
Gm22909,115486617
Gm25823,115486723
Acat1,110446
Gm25253,115487592
Olfr640,258819
C920021L13Rik,100042889
Rgsl1,240816
Gm25647,115486724
Gm22252,115486646
Gm6866,628304
Rpe65,19892
Ccdc65,105833
Gm26392,115486618
Gm24219,115486619
Ctnna2,12386
Olfr641,259075
Gm25230,115486620
Gm22627,115486621
Gm24585,115486622
4930429D17Rik,74624
Olfr642,258326
Fkbp11,66120
Atxn1l,52335
Gm23305,115486687
Gm24206,115486623
Lrrc63,70859
Gm25085,115486688
Impg1,63859
1700021F02Rik,75519
Gm25209,115486624
Gm23682,115486662
Morc4,75746
Gm24654,115486663
Arf3,11842
Tmem232,381107
Olfr643,259081
1700092M07Rik,74307
Gm26334,115486625
Gm25742,115486627
Wif1,24117
Cfap97d2,403185
Frat1,14296
AI987944,233168
9330111N05Rik,319983
Frat2,212398
Fam149b,105428
Rrp12,107094
Gm25585,115486664
Olfr644,259125
Ndufaf2,75597
Prkaca,18747
Wnt10b,22410
Gm25840,115486666
Gm17102,102638296
Gm25089,115486728
Olfr645,258247
Pttg1ip2,381716
Gm24040,115486667
Gm22050,115486668
Gm23286,115486669
Gm24021,115486670
Ciart,229599
Olfr646,259058
Gm22274,115486672
Ubqln5,70980
Teddm2,240817
Gm24652,115486673
Stxbp6,217517
Gm23618,115486674
Gm23688,115486675
Commd8,27784
Ubqln3,244178
Net1,56349
Gm24570,115486676
Teddm1b,433365
Vmn2r57,269902
Teddm1a,240819
Wnt1,22408
Samd1,666704
Mir8114,102466257
Rnf165,225743
Cldn12,64945
Gm26467,115486742
Nabp1,109019
Ubqlnl,244179
Ddn,13199
Pgam1,18648
Gm25194,115486699
4930432O09Rik,74647
Casp3,12367
Htr1b,15551
Gm22640,115486677
Dclk2,70762
Mfsd4b4,213332
Gm24952,115486678
Gm25087,115486743
Gm24731,115485892
D430036J16Rik,319405
Gm23944,115486679
Prkag1,19082
Gm22629,115486680
Exosc1,66583
Gm26374,115486681
AW146154,101835
Gm26284,115486683
Gm25452,115486684
Ccz1,231874
Gm24948,115488046
Shank2,210274
Fgfr1op2,67529
Mfsd4b2,72045
Cul5,75717
Slc44a4,70129
Obscn,380698
Gm16675,100503498
Zdhhc16,74168
Tbc1d30,74694
1700067K01Rik,73453
Enpp2,18606
Ptpn13,19249
Tubal3,238463
Ucn3,83428
Gm26454,115488102
Gm34304,102637514
Foxg1,15228
Mir8111,102466886
Cdc16,69957
3110039M20Rik,67293
Eif4e1b,218268
Siglec15,620235
Vgll1,170828
Stx5a,56389
1810007C17Rik,69054
Lrrtm1,74342
Gm25015,115485893
Slc14a1,108052
Gm40418,105244890
Gm24311,115490232
Mfsd4b3-ps,100041085
Prkd1,18760
Ocm,18261
Gm17767,100045066
6330415B21Rik,70753
Atp10d,231287
Nyap2,241134
Gm22304,115485690
Uhrf1bp1l,75089
Rab39,270160
Gm5576,434050
Gm14718,100502842
Serpina3f,238393
Gm25984,115486685
Cd40lg,21947
Gm25146,115486628
Chd4,107932
Mei4,75033
Gm24759,115486629
Mir3105,100526562
Gm24100,115486711
Vapa,30960
Gm22253,115486636
Gm25017,115486686
Gm23575,115486630
Gm6871,102642386
Ikbkg,16151
Gm22391,115486738
Olfm5,244180
Slc10a6,75750
Misp3,70134
Syne2,319565
Txndc2,213272
Stt3a,16430
Lmtk2,231876
Neu1,18010
Mir1199,100316677
Gm22449,115486631
Palm3,74337
Mir6344,102466629
Gm24137,115486739
Gm22912,115486632
Glul,14645
Gm25710,115486633
Gm26434,115486634
Slc14a2,27411
Ap3b2,11775
Upf3a,67031
Ctbp1,13016
Rab31,106572
Dnajc9,108671
1110038B12Rik,68763
Mrps16,66242
Pgd,110208
Gm26180,115487557
AF366264,231201
Gns,75612
Champ1,101994
Ndrg2,29811
Il27ra,50931
Irs1,16367
Akr1c14,105387
Gm25744,115488834
Zfp648,100503355
Pef1,67898
Hspa1b,15511
Hspa1a,193740
Gm24698,115485642
Rln3,212108
Prex2,109294
Hspa1l,15482
Rassf3,192678
4931439C15Rik,74367
Ercc8,71991
Coprs,66423
Gm26430,115488972
Lsm2,27756
Setbp1,240427
Fkbp15,338355
Mfsd4b5,215928
Irf2,16363
Gm23748,115485706
Gm35548,102639177
Slc35f2,72022
Mir6992,102465599
Nxf1,53319
Gm23376,115489843
Gm22836,115487258
Sln,66402
BC028528,229600
Gm26787,102637672
Bhlha15,17341
Pard6g,93737
Irak1bp1,65099
4930478E11Rik,100039911
Gm23560,115486635
Gm25870,115486709
Adnp2,240442
Olfr648,258746
Taf2,319944
Gtpbp10,207704
Gm23862,115486751
Aph1a,226548
Elmod1,270162
Rbfa,68731
Mfsd4b1,215929
Gm26504,64243
Gm22285,115486752
Gm22131,115486800
Gm24153,115486753
Olfr649,259057
G6pdx,14381
Gm26365,115486806
Naa12,27366
Naa12,117903916
Gm24609,115486754
Gm24264,115486817
Gm25155,115486755
Gm25816,115486757
Gm23141,115486799
Gm23767,115486796
Gm22417,115486758
Gm22584,115486819
Tnfaip8l3,244882
BC048679,210321
Ppp4r1,70351
Wls,68151
Slc16a10,72472
Cyp19a1,13075
Ap1g1,11765
Tm7sf3,67623
Gm8773,667705
Gm26270,115486759
1700016H13Rik,74218
Gm23089,115486801
Gm24711,115486802
Zfp788,67607
Dscc1,72107
Txnl4a,27366
Ctag2l1,628456
Eci2,23986
4930452N14Rik,78112
Gldnos,73567
4930532M18Rik,75233
Gldn,235379
Gm26125,115489279
Gm24173,115487671
Gm26188,115486803
Hsbp1l1,66255
Rbm41,237073
Gm25613,115485743
Gm23265,115486760
Gm24518,115486804
Gm25944,115486795
Rhbdd1,76867
Gm23047,115486816
Gm23953,115486784
Gm26332,115486785
Mir7045,102466272
Gm26032,115486812
Gm22863,115486787
Gm24618,115486788
Fgd5,232237
Gm10125,791318
Gm22046,115486813
Tbk1,56480
Gm24760,115486761
Gm9920,100503794
Gm25350,115486762
2900076A07Rik,100504421
Gm25721,115490301
Kmt2d,381022
Maea,59003
Phip,83946
Lcp1,18826
Vmn2r-ps54,75835
Slc66a2,66943
Col4a4,12829
Tmem223,66836
Tmem179b,67706
Trim6,94088
Gm23941,115489765
Car14,23831
Tecpr1,70381
Trap1,68015
Taf6l,225895
Taf6l,100039957
Gm26502,115486792
Xpot,73192
Jade1,269424
Olfr1325,258393
Xpo6,74204
Gm26417,115486093
Pwwp4c,434797
Gm23751,115490492
Gm22351,115489187
Hcrtr1,230777
Ctag2l2,628518
Reg3b,18489
Phka2,110094
Fam131a,78408
Tppp2,219038
Gm25321,115487006
Deptor,97998
Ei24,13663
Slc31a1,20529
Fbxo25,66822
Stk31,77485
Rnase13,497071
Ralbp1,19765
Cpb2,56373
Col4a3,12828
Cdc26,66440
Crebbp,12914
Zc3h13,67302
Polr2g,67710
Kcng2,240444
Rpf2,67239
Prpf4,70052
P2rx4,18438
Rfx1,19724
D330025C20Rik,665054
Ctdp1,67655
Gm26296,115488541
Zbtb3,75291
Rhebl1,69159
Ttc9c,70387
Siah3,380918
Cby2,67926
Hnrnpul2,68693
Iba57,216792
Rnf183,76072
Erich6b,75272
Gm2176,100039348
Vars,22321
Nop2,110109
Gm41790,105246509
Gjc2,118454
Gm23622,115488453
Tinagl1,94242
Cfap70,76670
Cd1d1,12479
Cacna1e,12290
Arhgap12,75415
Gng3,14704
Bcl11a,14025
Mir709,735271
Bscl2,14705
Enpp6,320981
Dhh,13363
1700008C04Rik,75494
Serpina3g,20715
Med21,108098
Lmbr1l,74775
Akr1c18,105349
Fez1,235180
Gm24472,115486203
Mir5101,100628610
D930020B18Rik,216393
Ank2,109676
Serpina3i,628900
Npy,109648
Gm23313,115486793
Gm25471,115486814
Serpina3j,238395
Mir1839,100316717
Phlpp2,244650
Gm22776,115486805
Phf14,75725
Recql5,170472
Gm23446,115486794
Gm25210,115486815
Gm22128,115486763
Serpina3k,20714
Gm22851,115486820
Gm25074,115486783
Gm25157,115486748
Gm22631,115486798
Gm25474,115486789
Fsd2,244091
Serpina3m,20717
Gm5766,436332
4930529N20Rik,75197
Adcy9,11515
Arhgef6,73341
Elovl7,74559
BC048403,270802
Hmgn3,94353
Gm22941,115486749
Gm26246,115486764
Serpina3n,20716
1700123J17Rik,76728
Tdrp,72148
Gm22047,115486790
Gm25597,115486765
Gm24334,115485883
Vmn2r58,628422
G2e3,217558
Ldc1,332942
Gtf3c6,67371
Tuba1b,22143
1700011B04Rik,100503727
Gm26097,115486811
Gm22258,115486750
Gm5907,546036
Clcn2,12724
Serinc2,230779
Gm26201,115486766
Gm23619,115486791
Gm22812,115486767
Gm26433,115486768
Snord116l17,115486769
Gm25615,115486807
Snord116l16,115486770
Corin,53419
Sbk1,104175
Lrrn4cl,68852
Erich1,234086
1700019C18Rik,75543
Ubxn1,225896
Tuba1a,22142
Gm22674,115485908
Akr1c13,27384
Snord116l15,115486771
4930538E20Rik,78200
Snord116l14,115486782
Vmn2r59,628444
Cog3,338337
Marveld3,73608
Smim5,66528
Snord3a,19850
Twsg1,65960
4930578M01Rik,75951
Snord116l13,115486772
Amd1,11702
Gm27216,105243469
Smim6,68528
Tuba1c,22146
Uqcc3,107197
Gm46123,118567674
Gm9530,671336
Tat,234724
Ceacam1,26365
Lca5,75782
Ier5,15939
4933430M04Rik,71316
Mms19,72199
Prph,19132
Gsc,14836
Lrp8,16975
Vwa7,27762
Mr1,15064
Gm10466,100038617
Akr1c19,432720
Gm12665,102636777
Esr2,13983
Guk1,14923
Pwwp4d,546325
Slc25a30,67554
Dcaf15,212123
Srgap1,117600
Tspan17,74257
Nup62cl,279706
4930479D17Rik,74925
Gm2087,100039186
Gm6578,625347
A830018L16Rik,320492
Ankrd12,106585
Reg3d,30053
Dmxl2,235380
Gm34284,102637490
Gm23712,115490327
Troap,78733
Bri3,55950
4933427E13Rik,71234
Tpt1,22070
Gm24255,115485843
Dnaaf6b,331537
Sap30bp,57230
Uvssa,71101
Chst4,26887
Srl,106393
8030455M16Rik,77171
Reg3a,19694
Mir3475,100499512
Podnl1,244550
Ppef1,237178
Mir6960,102465579
Gtf2f2,68705
C1ql4,239659
Reg2,19693
Dnajc22,72778
Zfp612,234725
Kctd4,67516
Gm25517,115488411
Polr2h,245841
Col14a1,12818
Gpalpp1,67467
Sapcd1,78376
Nr2c2,22026
Tex21,80384
Tle7,102638837
5330429C05Rik,78071
Akr1c12,622402
Rs1,20147
Anxa7,11750
Gm23514,115485834
Mir6372,102466154
Gm22868,115487874
Stox2,71069
Ndufv2,72900
Mrpl55,67212
Tfap4,83383
Nkx1-1,672284
Baiap2l1,66898
Gm4489,100043513
Frmpd3,245643
Nfatc1,18018
4930526F13Rik,75193
Depdc1b,218581
Cdk19,78334
Scfd1,76983
2310033P09Rik,67862
Glis2,83396
Gm15708,100504231
Snord116l2,64245
Dmrt1i,100579137
Gm23264,115488872
Cdk12,69131
Gab3,210710
Gab3,100503280
Pam16,66449
Washc1,68767
Cttn,13043
Stk38l,232533
Aff1,17355
Thpo,21832
Gm22857,115485638
Calb2,12308
Sclt1,67161
Gm25629,115489180
Cdyl,12593
Prps1,19139
Msh5,17687
Coro7,78885
Sh3bgrl2,212531
Nufip1,27275
Mrps25,64658
Avpr1a,54140
Cmtr2,234728
A130077B15Rik,319272
2900040C04Rik,72893
Dlgap2,244310
Mir6412,102465223
Pknox2,208076
Mss51,74843
Coch,12810
Slc22a16,70840
Tsc22d3,14605
Rpp40,208366
Reg3g,19695
Nisch,64652
Ccnb1-ps,434175
Trim34a,94094
Strn3,94186
Gm23727,115490488
Nptx2,53324
Mir5119,100628613
Gm20362,100504701
Tfe3,209446
Arf1,11840
Ppm1h,319468
Rbsn,78287
Tmem130,243339
Stx6,58244
Akr1c6,83702
Gm25501,115486187
Neurod2,18013
Anp32e,66471
Wnt3a,22416
Nfxl1,100978
Wnt9a,216795
Snord116l1,64244
Snord116l10,115486780
Snord116l11,115486781
Snord116l12,115486809
Vmn2r60,637898
Thsd7a,330267
Fancl,67030
Gm2109,100039222
Sh2d7,244885
Vasn,246154
Mthfd1,108156
Mrpl13,68537
Whamm,434204
Ppp1r3g,76487
Chrd,12667
Gm48716,118567722
Gm23421,115488876
Lyrm4,380840
Ddx11,320209
Cib2,56506
Gm26184,115485673
Trappc11,320714
Elovl4,83603
Atp9b,50771
Unc5a,107448
Spats2,72572
Tmem218,66279
Fam53a,74504
Idh3a,67834
Mir8104,102466884
Trim5,667823
Ddo,70503
Gm20594,100463512
Gm16958,100862268
Trh,22044
Gm22633,115487708
Gm24846,115486587
Mir6341,102465961
Snord107,115486845
Vmn2r61,637873
Prss38,216797
Gm17644,329096
Ap4s1,11782
BC034090,207792
Ppp1r1b,19049
Trim12a,76681
Iffo1,320678
Zar1,317755
Plekho1,67220
Akap5,238276
Akr1c20,116852
Clic1,114584
Slc10a4-ps,545758
Zbtb25,109929
Klhl8,246293
Mirlet7i,387251
Mettl24,327747
Cln8,26889
Kcnh3,16512
Lat,16797
Larp7,28036
Mff,75734
Zbtb1,268564
Cdc40,71713
Cc2d1a,212139
1700003D09Rik,69338
Gm22741,115488717
Hspa2,15512
Ttk,22137
Snap47,67826
Adgrv1,110789
Ppp1r36,210762
Ddah2,51793
Teddm3,66561
Mcrs1,51812
Dnaja3,83945
Gm24897,115490225
Cnga1,12788
Gm10451,100041694
Mir302b,723948
Mir302c,723835
Kirrel,170643
Clmn,94040
4933421I07Rik,71162
Mpig6b,106722
Lbhd1,102308570
Wasf1,83767
Vrk2,69922
Fabp3,14077
Mir7058,102466797
Gm15133,622070
Ly6g6c,68468
Lrrtm4,243499
Nipal1,70701
Lrp8os2,619295
Snora57,118027464
Mir5136,100628605
Ceacam2,26367
Ubtd1,226122
Ly6g6d,114654
1810009A15Rik,66276
Wdr31,71354
Hsd17b13,243168
Dkc1,245474
Ly6g6e,70274
Tnnc1,21924
Gpr6,140741
Ly6g6f,433099
Fig4,103199
Tmem106b,71900
Tsc22d1,21807
Ints5,109077
1700120C14Rik,73600
Ankrd2,56642
Abhd16a,193742
Stard3,59045
Gm25999,115485972
Fam186b,545136
Slbp,20492
Acsbg1,94180
Zfp141,434178
Ephb3,13845
Mir302d,723928
Rwdd4a,192174
Prpf40b,54614
Hoga1,67432
Vps45,22365
Sall3,20689
Gm26264,115490485
Gm24985,115486351
Gm36278,102640141
Slc37a2,56857
Gm27239,102641244
Mir7232,102465711
Mir468,723871
Trim34b,434218
Gm25526,115485737
Ly6g5c,114652
Prickle2,243548
Ak9,633979
4933411K16Rik,66765
Ly6g5b,266614
Morn4,226123
Tm4sf20,66261
Serp2,72661
Gm25387,115485847
Tcap,21393
Mtcl1,68617
Gm25626,115487563
Fcrls,80891
Pi4k2a,84095
Snrpn,20646
Mid2,23947
Zbtb24,268294
Ing2,69260
Sema3g,218877
Pnmt,18948
Gm26012,115486053
Mir5127,100628596
Cfap69,207686
Xpr1,19775
Zcchc17,619605
Gm16863,328646
Cd5l,11801
Hydin,244653
1700009C05Rik,74220
Mir7680,102465781
Jmjd4,194952
Nmral1,67824
Galr1,14427
Gapdh,14433
Avpi1,69534
Otud7b,229603
Mbp,17196
Marveld1,277010
1700108F19Rik,73272
Gm23199,115489195
Gm25520,115489214
Magoh,17149
Hectd1,207304
Rbmx,19655
Magef1,76222
Anks1b,77531
Zfyve27,319740
Hmox2,15369
4930431P22Rik,73883
Snurf,84704
Erich4,632778
Lacc1,210808
Vwde,232585
Zfp867,237775
Zfp977,637776
Snrnp40,66585
Pgap3,320655
Ccdc122,108811
Zfp976,208111
Zfp975,434179
Dnaja4,58233
Bspry,192120
Gm725,277899
Zgrf1,71643
1700016P04Rik,69413
Cdip1,66626
Ppp3cb,19056
Gm25737,115490509
Gm17067,115486519
Tmem168,101118
Trim12c,319236
Ccdc85a,216613
Rab12,19328
Gcfc2,330361
Mir5710,100885845
Hdhd3,72748
Bckdhb,12040
Ganab,14376
Nkain1,67149
Themis3,74556
Dmac2,66349
Gm5532,433367
4930562C15Rik,78809
Csnk2b,13001
Alad,17025
Syne3,212073
Myo1b,17912
Cdkn2aip,70925
Myo1c,17913
Gm23627,115487002
Mir344d-1,100526544
Mir344d-2,100526531
B3gnt8,232984
Ubald1,207740
Brme1,74666
Bmt2,101148
Gm29163,115487327
Vmn2r62,546964
Gm26146,115487280
Mgrn1,17237
Fars2,69955
Gm26126,115487303
Fmnl3,22379
Mrpl19,56284
4930554C24Rik,75253
Cdkl5,382253
Neurog2,11924
Homer2,26557
Tmem129,68366
Gpr85,64450
Tent5a,212943
D3Ertd751e,73852
Pole3,59001
Gm20383,100504740
Gm25125,115487277
4933430I17Rik,214106
2610001J05Rik,66520
Camkk2,207565
1700061N14Rik,105243184
Snhg10,69434
Nanos3,244551
Scarna13,100306943
1110019D14Rik,76311
Mir3069,100526471
Glrx5,73046
Cldn24,100039801
Arntl2,272322
Cacna2d2,56808
Mir181d,100049549
Mir181c,723819
Lysmd3,80289
Tcl1b2,27381
Mir24-2,723960
Mir3074-2,100526528
Kif1b,16561
Zswim4,212168
Phf7,71838
Akr1c21,77337
Tcl1b1,27379
Ptprm,19274
Tcl1b5,27382
Tcl1b3,27378
Wwc2,52357
Tcl1b4,27380
Trim30b,244183
Trim30b,102640171
Tcl1,21432
A230057D06Rik,319893
Gm26395,115485902
Nrn1,68404
Sfrp5,54612
Gja6,414089
Tm9sf5,245423
Trim30c,434219
B3gat3,72727
Gm2721,100040339
Mir344d-3,100526543
Mir344e,100526541
Bckdha,12039
D430019H16Rik,268595
Polr3g,67486
Bdkrb2,12062
Golga7b,71146
Gpr101,245424
Bdkrb1,12061
D8Ertd738e,101966
Atg2b,76559
Mir344h-1,100885840
Mir344h-2,100885841
Gm25023,115489157
Cldn22,75677
Zic3,22773
Vmn2r63,435975
1810062O18Rik,75602
Rom1,19881
Gm16861,100503704
Vac14,234729
Nudt16l1,66911
Eml3,225898
Mblac2,72852
Mir344b,100526558
Enox1,239188
Mir344c,100526506
Mir344,723931
Mtmr11,194126
Ramac,67148
Akr1e1,56043
Gm25851,115489170
Hsd17b11,114664
Anks3,72615
1700016K05Rik,102639882
Mpp1,17524
Ppfia1,233977
Gm22951,115488586
Adamts9,101401
Tmbim6,110213
Gpank1,81845
Nudt9,74167
Mir5709,100885844
Gm36201,102640031
Lrrc30,240131
Crtac1,72832
D17H6S53E,114585
Gskip,66787
Apom,55938
Ak7,78801
Zfp236,329002
Gm24790,115485900
Mri1,67873
Dnaaf8,74684
Sf3b4,107701
Lama1,16772
Mir5619,100885831
Gm22027,115486186
Septin12,71089
Ccdc130,67736
Steap2,74051
Eva1a,232146
Gm6994,629678
Alpk1,71481
Fut8,53618
Gm1587,380920
Gm24295,115485914
Dnajc15,66148
Smim9,434800
Gm23013,115490447
Mir3961,100628621
Smim22,432995
Bap1,104416
Mir3085,100526549
1700016G22Rik,71867
Fgf13,14168
R3hcc1l,52013
Ppp1r3a,140491
Ly86,17084
Trim30a,20128
Smco2,69371
Mtss2,244654
Gm25926,115488083
Rogdi,66049
Klf6,23849
Sv2a,64051
Gm24070,115485882
Gm17660,100271704
Gm6657,626215
Gm25405,115486797
Tacr1,21336
A330076H08Rik,320026
Gm25909,115488846
Mta2,23942
Gphn,268566
F9,14071
Usp54,78787
Mir5112,100628586
9530026P05Rik,330385
2210420H20Rik,76961
Mir344-2,100124439
Mir344g,100526507
Steap1,70358
Gm23431,115486576
Mir344f,100526527
Mir344i,100885843
4930445N18Rik,73985
Fcrl1,229499
Gm5637,434782
Scaf8,106583
Gm30889,102632943
Col4a6,94216
Zfp516,329003
Gm23838,115490300
Gm25094,115486342
Spns1,73658
Gm22312,115486356
Il34,76527
Pole4,66979
Nckap5l,380969
Czib,74098
Sparcl1,13602
4930592I03Rik,75853
Gm47754,115488147
Arhgap28,268970
2810471M01Rik,72818
Glyr1,74022
Mir216b,735308
Mir216c,102465785
AI463229,100042802
Mir216a,387212
Mir217,387213
Efemp1,216616
Ncapd2,68298
4921531P14Rik,70960
Bcdin3d,75284
Zfp804b,207618
Tut1,70044
Gm24525,115490314
Faim2,72393
Fam71d,70897
Gm31503,102633752
Myoz1,59011
Hk3,212032
Dspp,666279
Arhgef10,234094
Mon2,67074
Tex47,70920
Synpo2l,68760
Crk,12928
Loxl4,67573
Dmp1,13406
Vps8,209018
Tshz1,110796
Pals1,56217
Epsti1,108670
Scml2,107815
Zadh2,225791
Steap4,117167
3110040N11Rik,67290
Zfp407,240476
Erbb2,13866
Ibsp,15891
Atp6v1d,73834
Cdc42bpa,226751
Cndp1,338403
Mepe,94111
Bola1,69168
Gm25216,115486074
Eef1g,67160
Exosc5,27998
Txk,22165
Tifa,211550
Aqp2,11827
Eif2s1,13665
Dnah1,110084
Aqp5,11830
2610316D01Rik,72511
Cndp2,66054
Plek2,27260
Ahnak,66395
Aqp6,11831
Gm32061,102634490
Ndn,17984
Magel2,27385
H2ac21,621893
Tmem229b,268567
Zfp936,668620
H2ac20,319176
H2bc21,319190
Racgap1,26934
H3c15,97114
Nfatc2ip,18020
H2ac19,319192
Mien1,103742
Scgb1a1,22287
H2ac18,15267
Papola,18789
Ap1ar,211556
Asrgl1,66514
L3mbtl4,320858
Zkscan17,268417
Trim30d,209387
Hk2,15277
Cpt2,12896
Dipk1c,240479
Fam216b,219170
Mkrn3,22652
Fam241a,70617
Pyroxd2,74580
Peg12,27412
4930407G08Rik,77223
Mir1971,100316715
9830132P13Rik,329753
F8,14069
Tmem91,320208
Tnfsf11,21943
Rgs3,50780
Pcdh10,18526
Gm38576,102641800
Tmem200c,622645
Gm17266,100503964
Cyb5a,109672
Tiam2,24001
EU599041,100170401
Sri,109552
Mrpl51,66493
Arhgef40,268739
Trim30e-ps1,625321
Gm22494,115485627
Mir3098,100526526
Btbd1,83962
Uimc1,20184
Pals2,56524
1700027H10Rik,72274
Ywhae,22627
Fbxo15,50764
A26c2,622251
Sf3b3,101943
Olfr651,258809
Gm25796,115489856
Gm23337,115489791
Gm26081,115486204
D030025E07Rik,402774
Scgb2a2,102639117
B9d2,232987
Incenp,16319
Timm21,67105
Fcrl5,329693
Olfr652,259050
Olfr653,57250
Doc2b,13447
Spp1,20750
Zfp715,69930
Grb7,14786
Fundc2,67391
Olfr654,258377
Gm25453,115488970
Chrna7,11441
Rai2,24004
Scml1,195726
Cmc4,105886298
Pabpc4l,241989
Nhs,195727
Tgfb1,21803
Pitrm1,69617
Cbln2,12405
Gm26317,115489272
Tacc3,21335
Mir6379,102465199
Gm23794,115489184
Tenm3,23965
Tfb1m,224481
Gm23891,115486212
Gripap1,54645
H3c14,15077
Asic1,11419
Gm24117,115486266
Gm25391,115486240
4930554H23Rik,77631
1700102H20Rik,68230
Olfr655,258817
Nox3,224480
Gm7977,666202
Ikzf3,22780
Ube4b,63958
H4c14,97122
Gm24987,115486051
Cd19,12478
Etv3,27049
Socs6,54607
Pnpt1,71701
Apaf1,11783
4930470H14Rik,75815
4930548J01Rik,78043
4930517M08Rik,75117
Gm23186,115488874
Smarcd1,83797
Fth1,14319
1700018B24Rik,66332
Plekhh1,211945
Etv3l,546801
Bag6,224727
Gm23511,115489832
H3c13,319154
Rttn,246102
Olfr656,259078
Best1,24115
H2bc18,319189
Olfr657,258309
Olfr658,259051
Gm22480,115489815
Wdr61,66317
Tm6sf1,107769
Gm23096,115489764
Hps1,192236
Pitx2,18741
Gm22193,115485679
Kbtbd11,74901
Gm16537,102638434
2510009E07Rik,72190
Gpd1,14555
Gm32591,102635189
Ehhadh,74147
Gm25830,115485668
Pigh,110417
2310069B03Rik,69652
Cox14,66379
9230116L04Rik,321017
Ubn1,170644
Cers5,71949
Ccdc97,52132
4930555F03Rik,75359
Arg2,11847
Vamp1,22317
Vamp1,78668
Rph3al,380714
Pcdh18,73173
Vti1b,53612
Crabp1,12903
Olfr659,259052
Gm2516,100039954
Gm23986,115487034
Otud7a,170711
Pde4d,238871
Mir6359,102466633
Pkd2,18764
Cd226,225825
Fcgr1,14129
Tapbpl,213233
1700016K19Rik,74230
Ccdc15,245902
Ube4bos3,74310
Slc1a7,242607
Nlrp3,216799
Cd27,21940
Gm25813,115486988
1190028D05Rik,330767
Olfr661,258743
Gm22841,115487033
Myom2,17930
Gm23483,115488744
Olfr663,257914
1300002E11Rik,100043489
Mir8113,102465901
Gm24175,115486330
4930417O13Rik,73870
Usp17le,625530
Rdh12,77974
Tuba3a,22144
Rbp7,63954
Ppl,19041
Klf13,50794
Thoc2l,100042165
Ikbip,67454
Rflnb,76566
Gm24830,115489789
Platr30,100504145
Mroh1,223658
Gsdme,54722
Mcf2,109904
Zfp618,72701
Rnu1b1,19844
Rnu1b2,19845
Olfr222,257962
Usp17lb,381944
Vrk1,22367
Terc,21748
Olfr223,258421
Gm24136,115489821
Sec14l5,665119
BC107364,329716
E030018B13Rik,381994
Zfp951,626391
Olfr225,257886
Mical1,171580
Dok6,623279
Zpbp2,69376
Abcg3,27405
Gm26232,115489800
Siglecf,233186
Rnu1b6,19847
Akap11,219181
Gm25890,115489767
Gm22614,115489778
Hjv,69585
Map3k13,71751
Tmem115,56395
Gm15441,100038464
Gm34885,102638284
Slc7a11,26570
Nmnat1,66454
Gm16617,100502764
Cyb561d2,56368
Gm24097,115490230
Capn7,12339
Gm16244,102637720
Gm23859,115488988
Gbp8,76074
Hpse2,545291
Gm25418,115486049
Tmx3,67988
Gm24231,115485660
Gm35392,102638957
Ireb2,64602
Tmem274,102636051
Aga,11593
Ambp,11699
Tmem41a,66664
Sema4f,20355
Rab3il1,74760
Gbp9,236573
Nagpa,27426
Hdgfl3,29877
Hepacam,72927
Lzic,69151
Mtcp1,17763
Gbp4,17472
Ppp4r3b,104570
Neil3,234258
Enpep,13809
Usp17la,13531
Mir1198,100316807
Kcnd1,16506
Hykk,235386
AU021092,239691
Gm24381,115489369
Ctnnbip1,67087
Gata6os,68434
Arid1b,239985
Mir6364,102465188
Alg1,208211
